system:index,date,site,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed,.geo,temp_c,pressure_pa,met_rain_mm
20240508_00000000000000000004,2024-05-08,1250 NORTH 1400 WEST,2.244058609008789,-0.890908400217692,2.414439234738557,"{""type"":""Point"",""coordinates"":[-111.93144498698354,40.79410382385383]}",4.407596842447958,85010.67708333333,1.8191576003977998
20240508_00000000000000000005,2024-05-08,"128 S 'H' ST, LOMPOC",2.6170647939046225,-3.347024122873942,4.248717290500172,"{""type"":""Point"",""coordinates"":[-120.45766981577214,34.63795809148752]}",14.930383300781273,98434.84375,0.0008583068797918258
20240508_00000000000000000006,2024-05-08,"14360 ARROW BLVD., FONTANA",0.353677749633789,-0.1814153989156087,0.3974915062611158,"{""type"":""Point"",""coordinates"":[-117.49187265501371,34.099717839730275]}",16.95984293619796,95414.71875,0.0014841556499334274
20240508_00000000000000000007,2024-05-08,158B JACKSON ST,0.9905999501546224,-2.406411329905192,2.602326603242263,"{""type"":""Point"",""coordinates"":[-121.89490051271247,37.34878831311098]}",15.334842936197958,100919.34375,0.0008583068797918258
20240508_00000000000000000008,2024-05-08,"1630 N MAIN ST, LOS ANGELES",0.2574049631754557,1.453757127126058,1.4763695674651272,"{""type"":""Point"",""coordinates"":[-118.22744150568907,34.0654451890335]}",17.39905192057296,100122.30208333331,0.0008583068797918258
20240508_00000000000000000009,2024-05-08,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,1.863850275675456,1.6089491844177246,2.462245992620139,"{""type"":""Point"",""coordinates"":[-112.04599037484448,33.45829844869736]}",25.259484863281273,96134.09375,0.0008583068797918258
20240508_0000000000000000000a,2024-05-08,"1675 SOUTH 600 EAST, SALT LAKE CITY",2.244058609008789,-0.890908400217692,2.414439234738557,"{""type"":""Point"",""coordinates"":[-111.87298617217289,40.734119996482875]}",4.407596842447958,85010.67708333333,1.8191576003977998
20240508_0000000000000000000b,2024-05-08,1810 N 16TH STREET,-1.7964280446370442,1.0803033510843914,2.0962368782946834,"{""type"":""Point"",""coordinates"":[-100.76830845473447,46.825350135713116]}",9.893762207031273,93812.63541666669,0.6835401058147283
20240508_0000000000000000000c,2024-05-08,"1865 D RUMRILL BLVD, San Pablo",1.062417984008789,-2.789773146311442,2.9852246449179902,"{""type"":""Point"",""coordinates"":[-122.35685446364737,37.96055022303744]}",16.700158691406273,100508.67708333331,0.0008583068797918258
20240508_0000000000000000000d,2024-05-08,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,1.735147476196289,1.768759568532308,2.4777504263797328,"{""type"":""Point"",""coordinates"":[-73.87795372068912,40.86783060067151]}",20.307580566406273,99897.26041666669,1.6517579555461
20240508_0000000000000000000e,2024-05-08,2105 BROADWAY,2.486368179321289,-0.3561997413635254,2.511753367448505,"{""type"":""Point"",""coordinates"":[-104.9876391854355,39.75139209261712]}",7.446252441406273,81723.34375,0.02085566520193538
20240508_0000000000000000000f,2024-05-08,2401 HARTMAN STREET  MATH & SCIENCE CTR,1.7912591298421223,1.182394822438558,2.1463146988203445,"{""type"":""Point"",""coordinates"":[-77.40007724707759,37.55676078624371]}",24.235152180989644,100095.67708333331,0.01805424689749202
20240508_00000000000000000010,2024-05-08,250 WM. HOWARD TAFT,1.1625563303629558,0.925009568532308,1.485658077467123,"{""type"":""Point"",""coordinates"":[-84.50388897172643,39.12895955386975]}",21.675012207031273,97946.63541666669,27.744108438486798
20240508_00000000000000000011,2024-05-08,"2500 1ST STREET, N.W. WASHINGTON DC",1.522989273071289,0.784262498219808,1.7130569144089136,"{""type"":""Point"",""coordinates"":[-77.0123450331773,38.922449665882574]}",23.03772379557296,99986.09375,0.26133060454824886
